,SKU,PRODUCT_NAME,PRICE,PRODUCT_CATEGORY,PACK_SIZE,REVIEW_COUNT,REVIEW_DATE,REVIEW_TIME,PRICE_RATING,QUALITY_RATING,VALUE_RATING,REVIEW_CONTENT,URL,DATE_OF_CREATION,LAST_UPDATED_DATE,STATES
12,8904417301571,Green Tea Serum Gel with Green Tea & Collagen for Open Pores - 50 ml,599.00,skin,50ml,59.0,2022-08-17,06:39:20,5.0,0.0,0.0,Got this cream along with the cleanser as I bought it during sale period. Got it at a reallly less price. Totally changed the texture of my skin for the better. ,https://mamaearth.in/product/green-tea-serum-gel-with-green-tea-collagen-for-open-pores-50-ml,2022-08-09,2022-08-31,Chandigarh
13,8904417301083,Green Tea Day Cream With Green Tea & Collagen For Open Pores - 50 g,699.00,skin,50g,54.0,2022-08-17,04:48:25,5.0,0.0,0.0,"Superb product! It is safe certified and it also gives 24-hour intense hydration. Best quality at the best price.
",https://mamaearth.in/product/green-tea-day-cream-with-green-tea-collagen-for-open-pores-50-g,2022-08-09,2022-09-05,Punjab
14,8904417302233,Henna Paste 200 g (Pack of 2),498.00,hair,200g,37.0,2022-08-23,12:14:47,5.0,0.0,0.0,nice product for this price ,https://mamaearth.in/product/henna-paste-200-g-pack-of-2,2022-08-03,2022-09-16,Maharashtra
15,8904417302233,Henna Paste 200 g (Pack of 2),498.00,hair,200g,37.0,2022-08-23,12:04:33,5.0,0.0,0.0,I ordered this product for my mom as she has gray hair and she was suffering from hair damage because of all the harmful chemical products in the market... Mamaearth natural henna paste price is so affordable than many hair dyes...and it helped in reducing hair damage and naturally color the gray hair...I would recommend this to everyone...	,https://mamaearth.in/product/henna-paste-200-g-pack-of-2,2022-08-03,2022-09-16,Chandigarh
16,8904417302233,Henna Paste 200 g (Pack of 2),498.00,hair,200g,37.0,2022-08-23,12:01:37,4.0,0.0,0.0,This Mamaearth mehndi paste price is so affordable and the quality is at it's best...just can't stress enough...How much it just eased up my life. I used to ignore applying any color or mehndi to my hair bcz of laziness...but this just solved it!....Mamaearth never misses a chance to amaze us!	,https://mamaearth.in/product/henna-paste-200-g-pack-of-2,2022-08-03,2022-09-16,Punjab
17,8904417301069,Eggplex Conditioner with Egg Protein & Collagen for Strength & Shine - 250 ml,349.00,hair,250ml,58.0,2022-08-23,10:54:47,5.0,0.0,0.0,"The product is really really great and it works pretty good. I feel that the quantity is also good in comparison to the price it's stated at. If you are looking for a conditioner with natural ingredients, go for it. You're going to love it!!
",https://mamaearth.in/product/eggplex-conditioner-with-egg-protein-collagen-for-strength-shine-250-ml,2022-06-29,2022-09-09,Uttar Pradesh
18,8904417301069,Eggplex Conditioner with Egg Protein & Collagen for Strength & Shine - 250 ml,349.00,hair,250ml,58.0,2022-08-23,10:49:04,5.0,0.0,0.0,I have used many products on my hair... but this Eggplex conditioner is the best for my hair. It has totally controlled my damaged hair... It is of very good quality and comes at a very pocket friendly price.. I love it very much,https://mamaearth.in/product/eggplex-conditioner-with-egg-protein-collagen-for-strength-shine-250-ml,2022-06-29,2022-09-09,Rajasthan
19,8904417301069,Eggplex Conditioner with Egg Protein & Collagen for Strength & Shine - 250 ml,349.00,hair,250ml,58.0,2022-08-23,10:47:44,4.0,0.0,0.0,"I have been using this since 2 months and still half the bottle is left. Right quantity and perfect pricing. Totally worth it!
",https://mamaearth.in/product/eggplex-conditioner-with-egg-protein-collagen-for-strength-shine-250-ml,2022-06-29,2022-09-09,National Capital Territory of Delhi
20,8904417301052,Eggplex Shampoo with Egg Protein & Collagen for Strength and Shine - 250 ml,349.00,hair,250ml,123.0,2022-08-17,15:07:44,5.0,0.0,0.0,"It is a nice shampoo. It makes my hair smooth. It comes at a good price and the quantity is also sufficient. Good buy for all!
",https://mamaearth.in/product/eggplex-shampoo-with-egg-protein-collagen-for-strength-and-shine-250-ml,2022-06-28,2022-09-12,Haryana
21,8904417301052,Eggplex Shampoo with Egg Protein & Collagen for Strength and Shine - 250 ml,349.00,hair,250ml,123.0,2022-08-17,15:05:44,5.0,0.0,0.0,Eggplex Shampoo by Mamaearth is a decent shampoo. It works as promised. It makes the hair smooth. The quality is really good and comes at a fair price. Highly recommend ,https://mamaearth.in/product/eggplex-shampoo-with-egg-protein-collagen-for-strength-and-shine-250-ml,2022-06-28,2022-09-12,Jharkhand
22,8904417301052,Eggplex Shampoo with Egg Protein & Collagen for Strength and Shine - 250 ml,349.00,hair,250ml,123.0,2022-07-27,12:49:22,5.0,5.0,5.0,It is a nice shampoo. It makes my hair smooth. It comes at a good price and the quantity is also sufficient. Good buy for all!,https://mamaearth.in/product/eggplex-shampoo-with-egg-protein-collagen-for-strength-and-shine-250-ml,2022-06-28,2022-09-12,National Capital Territory of Delhi
23,8904417301052,Eggplex Shampoo with Egg Protein & Collagen for Strength and Shine - 250 ml,349.00,hair,250ml,123.0,2022-07-27,12:46:07,5.0,5.0,5.0,Eggplex Shampoo by Mamaearth is a decent shampoo. It works as promised. It makes the hair smooth. The quality is really good and comes at a fair price. Highly recommend ,https://mamaearth.in/product/eggplex-shampoo-with-egg-protein-collagen-for-strength-and-shine-250-ml,2022-06-28,2022-09-12,Goa
24,8904417300512,Ubtan Face Wash with Turmeric & Saffron for Tan Removal – 150 ml,375.00,skin,150ml,214.0,2022-07-05,11:13:11,4.0,4.0,4.0,"This face wash for sensitive skin is amazing. And the mamaearth ubtan face wash price in india is also affordable. This face wash was given to my niece, who has a lot of skin problems on her face. It has also worked wonders for her. I lightened her dull, dry face and treated her acne.",https://mamaearth.in/product/ubtan-face-wash-with-turmeric-saffron-for-tan-removal-150-ml,2022-06-10,2022-09-12,National Capital Territory of Delhi
25,8904417300116,Skin Illuminate Sunscreen Gel SPF 50 with Vitamin C & Turmeric for UVA & B Protection - 50 g,449.00,skin,50g,59.0,2022-08-22,12:00:45,5.0,0.0,0.0,"I got this for my husband coz he has to travel a lot coz of work. This is the best product in the market right now specially in the sunscreen range. The price is also fair. Must buy!
",https://mamaearth.in/product/skin-illuminate-sunscreen-gel-spf-50-with-vitamin-c-turmeric-for-uva-b-protection-50-g,2022-05-19,2022-09-09,Goa
26,8904417300116,Skin Illuminate Sunscreen Gel SPF 50 with Vitamin C & Turmeric for UVA & B Protection - 50 g,449.00,skin,50g,59.0,2022-07-06,09:02:23,5.0,0.0,0.0,Skin Illuminate Sunscreen Gel is having SPF 50 also having Vitamin C n Turmeric for UVA so it protects V v well n the vit c is giving a good glow also.. It's a v good sunscreen n i like coz it gets absorbed easily n priced also rightly.. The bottel is easy to Handel n use. I use it daily n my skin is well hydrated s. So it's good for daily use ,https://mamaearth.in/product/skin-illuminate-sunscreen-gel-spf-50-with-vitamin-c-turmeric-for-uva-b-protection-50-g,2022-05-19,2022-09-09,Punjab
27,8906087779889,Vitamin C Foaming Face Wash Combo Pack with Refill - 150ml + 150ml,599.00,skin,150ml,86.0,2022-07-05,10:37:34,5.0,0.0,0.0,"I received this face wash today…so quick service…ordered it yesterday and got this delivered today….
Lovely packaging and good quantity at a fair price….It comes with a combo refill pack….Cherry on the top!? ",https://mamaearth.in/product/vitamin-c-foaming-face-wash-combo-pack-with-refill-150ml-150ml,2022-05-16,2022-09-14,National Capital Territory of Delhi
28,8906087779889,Vitamin C Foaming Face Wash Combo Pack with Refill - 150ml + 150ml,599.00,skin,150ml,86.0,2022-07-05,10:32:10,5.0,0.0,0.0,I used this face wash for a week now and it is super effective!! This face Wash is loaded with antioxidants as well as brightening and acne-preventing properties. It is definitely a good buy at a fair price.,https://mamaearth.in/product/vitamin-c-foaming-face-wash-combo-pack-with-refill-150ml-150ml,2022-05-16,2022-09-14,Tamil Nadu
29,8906087779889,Vitamin C Foaming Face Wash Combo Pack with Refill - 150ml + 150ml,599.00,skin,150ml,86.0,2022-07-05,10:31:15,5.0,0.0,0.0,"The best value for money!!
I have used many face wash before but for this one I can definitely say it is worth the price paid. It provides vitamin c and it is also free from harmful chemicals, so this is all natural and the best face wash available in the market ",https://mamaearth.in/product/vitamin-c-foaming-face-wash-combo-pack-with-refill-150ml-150ml,2022-05-16,2022-09-14,Punjab
30,8906087779889,Vitamin C Foaming Face Wash Combo Pack with Refill - 150ml + 150ml,599.00,skin,150ml,86.0,2022-07-05,10:25:54,4.0,0.0,0.0,"I have tried so many face wash, but this Vitamin C loaded face wash worked the best for my dry skin. It keeps my face fresh and does not allow my skin to dry anymore. I really like the mild fragrance of this product. If you are looking for something best for your skin at a fair price, go for it!",https://mamaearth.in/product/vitamin-c-foaming-face-wash-combo-pack-with-refill-150ml-150ml,2022-05-16,2022-09-14,Madhya Pradesh
31,8906087779889,Vitamin C Foaming Face Wash Combo Pack with Refill - 150ml + 150ml,599.00,skin,150ml,86.0,2022-07-05,10:23:49,5.0,0.0,0.0,"Thank you so much Mamaearth for this superb product. This face wash is so gentle, yet highly effective. Such an affordable price…Evry single penny is worth it...❤ Keep it up.",https://mamaearth.in/product/vitamin-c-foaming-face-wash-combo-pack-with-refill-150ml-150ml,2022-05-16,2022-09-14,Goa
32,8906087779889,Vitamin C Foaming Face Wash Combo Pack with Refill - 150ml + 150ml,599.00,skin,150ml,86.0,2022-07-05,10:01:31,4.0,0.0,0.0,I got this as a gift but it is very good for my skin. Haven’t faced any side effects. I am glad I gotta use this natural foaming face wash. Very good quality at a reasonable price. Much recommended.,https://mamaearth.in/product/vitamin-c-foaming-face-wash-combo-pack-with-refill-150ml-150ml,2022-05-16,2022-09-14,Rajasthan
33,8906087779254,Sunscreen Body Lotion with SPF 30 - 300 ml | Vitamin C,399.00,body,300ml,24.0,2022-08-22,07:31:39,5.0,5.0,5.0,"Mamaearth has launched the Sunscreen Body Lotion spf 30 variant in India... and I had to try it. Comes in a classic Mamaearth bottle..it is a mild yellow-colored product which blends well into the skin. The price is unbeatable. I found it non-greasy and sufficiently moisturizing. However, for some oily skin types, it might be bothersome. I would recommend it.",https://mamaearth.in/product/sunscreen-body-lotion-spf-30-300-ml-vitamin-c,2022-05-12,2022-09-04,Arunachal Pradesh
34,8906087779254,Sunscreen Body Lotion with SPF 30 - 300 ml | Vitamin C,399.00,body,300ml,24.0,2022-06-18,07:05:00,5.0,0.0,0.0,well according to price bottle size should be bigger. no doubt good product .,https://mamaearth.in/product/sunscreen-body-lotion-spf-30-300-ml-vitamin-c,2022-05-12,2022-09-04,Andhra Pradesh
35,8906087779278,Sunscreen Body Lotion SPF 30 - 300 ml | Aloe Vera,399.00,body,300ml,58.0,2022-07-05,06:55:46,5.0,0.0,0.0,"Mamaearth has made my skin care routine super easy!
No doubt all its products are very natural with no toxins at all. This sunscreen with SPF30 is very effective in protecting the skin from sun damage and tanning. It is at a fair price too.",https://mamaearth.in/product/sunscreen-body-lotion-spf-30-300-ml-aloe-vera,2022-05-12,2022-09-04,Punjab
36,8906087778790,Mamaearth ME Deo for a Scent That’s Unique to You  - 120 ml,299.00,skin,120ml,92.0,2022-07-28,11:24:40,4.0,4.0,5.0,"My favorite Deo, it has such a gentle, calming scent at an affordable price. I highly recommend it. Definitely a good deo, it has a great fragrance and lasts for a long time as described. It is a nongas Deo and value for money. Just go for it.",https://mamaearth.in/product/mamaearth-me-deo-for-a-scent-that-s-unique-to-you-120-ml,2022-05-11,2022-09-14,Maharashtra
37,8906087778790,Mamaearth ME Deo for a Scent That’s Unique to You  - 120 ml,299.00,skin,120ml,92.0,2022-07-27,07:25:30,5.0,0.0,0.0,"I am now a true true fan of Mamaearth. After using this ME deodorant, I really enjoy my day without the fear of body odour. It is completely a game changer. A fair product at a fair price!!
",https://mamaearth.in/product/mamaearth-me-deo-for-a-scent-that-s-unique-to-you-120-ml,2022-05-11,2022-09-14,West Bengal
38,8906087778790,Mamaearth ME Deo for a Scent That’s Unique to You  - 120 ml,299.00,skin,120ml,92.0,2022-07-27,07:19:33,5.0,0.0,0.0,"Super amazing product by Mamaearth…
This is a unisex deodrant so both me and my partner use it. This has now become our go to deo for wherever we leave. It controls the odour and sweat too. Definitely worth the price✅
",https://mamaearth.in/product/mamaearth-me-deo-for-a-scent-that-s-unique-to-you-120-ml,2022-05-11,2022-09-14,Rajasthan
39,8906087778790,Mamaearth ME Deo for a Scent That’s Unique to You  - 120 ml,299.00,skin,120ml,92.0,2022-07-27,07:00:27,5.0,0.0,0.0,"I love the actual protection this ME deodorant provides. The texture is so good, it never feels itchy or irritating whenever I use it. Good product at a fair price!
",https://mamaearth.in/product/mamaearth-me-deo-for-a-scent-that-s-unique-to-you-120-ml,2022-05-11,2022-09-14,Uttar Pradesh
40,8906087778790,Mamaearth ME Deo for a Scent That’s Unique to You  - 120 ml,299.00,skin,120ml,92.0,2022-07-21,11:10:33,5.0,0.0,0.0,Undefited product in this price. Must buy❤️,https://mamaearth.in/product/mamaearth-me-deo-for-a-scent-that-s-unique-to-you-120-ml,2022-05-11,2022-09-14,Uttar Pradesh
41,8906087778790,Mamaearth ME Deo for a Scent That’s Unique to You  - 120 ml,299.00,skin,120ml,92.0,2022-06-27,06:35:40,5.0,0.0,0.0,"it is must buy i just spray it once on my body and it feels heaven, stay longer , such a genuine price l loved it ",https://mamaearth.in/product/mamaearth-me-deo-for-a-scent-that-s-unique-to-you-120-ml,2022-05-11,2022-09-14,Jammu and Kashmir
42,8906087779247,Rice Face Serum With Rice Water & Niacinamide for Glass Skin - 30 ml,599.00,skin,30ml,81.0,2022-07-28,07:24:33,5.0,5.0,5.0,"We were on a hunt to find the best rice serum for face that works for females. Eventually, we bought this online. Knowing that the brand uses natural ingredients, we know this rice face serum for glass skin dark spots will not disappoint us. Truly, Mamaearth rice water serum price is worth it because it works equally well for women and men. It hydrates, provides skin glow, makes spots less visible, and evens skin texture. Everyone in my family uses it.",https://mamaearth.in/product/rice-face-serum-with-rice-water-niacinamide-for-glass-skin-30-ml,2022-05-11,2022-09-04,Madhya Pradesh
43,8906087779247,Rice Face Serum With Rice Water & Niacinamide for Glass Skin - 30 ml,599.00,skin,30ml,81.0,2022-07-05,06:39:04,5.0,0.0,0.0,"""Excellent product and good results.
Worth every price….It is the best face serum ever!!",https://mamaearth.in/product/rice-face-serum-with-rice-water-niacinamide-for-glass-skin-30-ml,2022-05-11,2022-09-04,Uttar Pradesh
44,8906087779216,Rice Oil-Free Face Moisturizer With Rice Water & Niacinamide for Glass Skin - 80 g,319.00,skin,80g,46.0,2022-09-02,16:40:21,5.0,0.0,0.0,This is worth product that price  ,https://mamaearth.in/product/rice-oil-free-face-moisturizer-with-rice-water-niacinamide-for-glass-skin-80-g,2022-05-11,2022-09-11,Gujarat
45,8906087779032,Rice Face Wash With Rice Water & Niacinamide for Glass Skin - 100 ml,259.00,skin,100ml,72.0,2022-09-14,11:58:13,5.0,0.0,0.0,"As I am a kpop stan I love korean skincares there one of the most used secret ingredient is rice to make their skin glass like!!! So when I saw this product I had to buy it and it's totally price worthy the quantity, quality all things are very good",https://mamaearth.in/product/rice-face-wash-with-rice-water-niacinamide-for-glass-skin-100-ml,2022-05-11,2022-09-05,Punjab
46,8906087779322,Rice Day Cream With Rice Water & Niacinamide for Glass Skin - 50 g,599.00,skin,50g,65.0,2022-08-08,05:11:14,5.0,5.0,5.0,Indeed it is a perfect moisturizer. It is lightweight and brightens the skin effortlessly. I am happy that my acne scars and dark spots got treated at such an affordable price with this Mamaearth Rice Day Cream for women and men. It is an amazing product for hydrated skin because it contains natural ingredients that work for females too.,https://mamaearth.in/product/rice-day-cream-with-rice-water-niacinamide-for-glass-skin-50-g,2022-05-10,2022-09-04,Chandigarh
47,8906087779322,Rice Day Cream With Rice Water & Niacinamide for Glass Skin - 50 g,599.00,skin,50g,65.0,2022-07-27,09:04:41,4.0,0.0,0.0,It protects from sun and also brightens the skin! I see a huge difference in my skin after I used this regularly. I wish the price was a bit less though! ,https://mamaearth.in/product/rice-day-cream-with-rice-water-niacinamide-for-glass-skin-50-g,2022-05-10,2022-09-04,Rajasthan
48,8906087779056,Hair Oil Booster - 30 ml | Almond,349.00,hair,30ml,56.0,2022-07-05,06:17:42,4.0,0.0,0.0,This is really good!!! It helped me a lot as I was facing hair fall prblm and after using this i my problem of hair fall was solved. It is so so convenient in terms of usage and the price is also fair enough.,https://mamaearth.in/product/hair-oil-booster-30-ml-almond,2022-04-29,2022-09-04,Gujarat
49,8906087779056,Hair Oil Booster - 30 ml | Almond,349.00,hair,30ml,56.0,2022-07-05,06:13:12,4.0,0.0,0.0,"This is an amazing product and comes at a fair price! 
It’s very easy to use too. Add a few drops of it and mix it well with your regular hair oil, apply it and give a nice massage…Then leave it overnight and wash it off with shampoo.
You’ll see results in just 2-3 uses.",https://mamaearth.in/product/hair-oil-booster-30-ml-almond,2022-04-29,2022-09-04,Punjab
50,8906087778752,Aloe Vera Gel Moisturizer with Aloe Vera & Ashwagandha for a Youthful Glow - 100 g,499.00,skin,100g,58.0,2022-07-29,10:40:01,5.0,0.0,0.0,"I am just in love with this product. The packaging was very elegant. It lasts for a looong time. It's a good amount at this price. Absolutely love this
",https://mamaearth.in/product/aloe-vera-gel-moisturizer-with-aloe-vera-ashwagandha-for-a-youthful-glow-100-g,2022-04-26,2022-09-05,Punjab
51,8906087778752,Aloe Vera Gel Moisturizer with Aloe Vera & Ashwagandha for a Youthful Glow - 100 g,499.00,skin,100g,58.0,2022-07-29,10:38:32,5.0,0.0,0.0,"This is a great product at a great price. I've tried other aloe gels, they did not work as well as this probably because it's organic. Will be coming back for more.
",https://mamaearth.in/product/aloe-vera-gel-moisturizer-with-aloe-vera-ashwagandha-for-a-youthful-glow-100-g,2022-04-26,2022-09-05,Uttar Pradesh
52,8906087779346,Onion Hair Styling Cream for Men with Onion & Redensyl for Nourishment & Styling- 100 g,299.00,hair,100g,74.0,2022-07-05,07:27:57,4.0,0.0,0.0,It's a super awesome product. Comes at a fair price when compared to other hair cream. The quality is also very good. Definitely recommend this hair style cream to all the boys over any other hair cream,https://mamaearth.in/product/onion-hair-styling-cream-for-men-with-onion-redensyl-for-nourishment-styling-100-g,2022-04-25,2022-09-08,Uttarakhand
53,8906087779346,Onion Hair Styling Cream for Men with Onion & Redensyl for Nourishment & Styling- 100 g,299.00,hair,100g,74.0,2022-06-24,11:03:29,5.0,0.0,0.0,Now that's what I want. Really amazing product in very affordable price. Smooth holding with light fragrance.,https://mamaearth.in/product/onion-hair-styling-cream-for-men-with-onion-redensyl-for-nourishment-styling-100-g,2022-04-25,2022-09-08,Uttarakhand
54,8906087778486,Natural Henna Paste with Henna & Dark Roasted Coffee for Rich Naturally Colored Hair - 200 g,249.00,hair,200g,127.0,2022-06-27,11:09:44,4.0,5.0,4.0,I ordered this product for my mom as she has gray hair and she was suffering from hair damage because of all the harmful chemical products in the market... Mamaearth natural henna paste price is so affordable than many hair dyes...and it helped in reducing hair damage and naturally color the gray hair...I would recommend this to everyone...,https://mamaearth.in/product/natural-henna-paste-with-henna-dark-roasted-coffee-for-rich-naturally-colored-hair-200-g,2022-04-23,2022-09-12,Madhya Pradesh
55,8906087778486,Natural Henna Paste with Henna & Dark Roasted Coffee for Rich Naturally Colored Hair - 200 g,249.00,hair,200g,127.0,2022-06-27,10:28:30,4.0,5.0,3.0,This Mamaearth mehndi paste price is so affordable and the quality is at it's best...just can't stress enough...How much it just eased up my life. I used to ignore applying any color or mehndi to my hair bcz of laziness...but this just solved it!....Mamaearth never misses a chance to amaze us!,https://mamaearth.in/product/natural-henna-paste-with-henna-dark-roasted-coffee-for-rich-naturally-colored-hair-200-g,2022-04-23,2022-09-12,Arunachal Pradesh
56,8906087778264,Foaming Face Wash For Kids With Aloe Vera & Coconut For Gentle Cleansing- 150 ml ,349.00,skin,150ml,66.0,2022-07-27,07:01:21,5.0,0.0,0.0,Not bad for the price! As gentle as can be. No complaints. Will keep using this for my baby. I got it in one of the sales and Im happy. ,https://mamaearth.in/product/mamaearth-foaming-face-wash-for-kids-with-aloe-vera-coconut-for-gentle-cleansing-150-ml,2022-04-22,2022-09-14,Punjab
57,8906087778479,Aloe Ashwagandha Gel with Aloe Vera & Ashwagandha for a Youthful Glow - 300 ml,349.00,skin,300ml,36.0,2022-05-16,14:24:36,5.0,0.0,0.0,Super proudct but  price is to be  little bit low,https://mamaearth.in/product/aloe-ashwagandha-gel-with-aloe-vera-ashwagandha-for-a-youthful-glow-300-ml,2022-03-25,2022-09-16,Maharashtra
58,8906087778509,Aloe Vera Day Cream with Aloe Vera & Ashwagandha for a Youthful Glow - 50 g,499.00,face,50g,10.0,2022-08-09,14:59:43,5.0,5.0,5.0,"I have tried every brand for the cream but haven’t found the nourishment that skin needs. But Mamaearth feels that and has provided us with the best Aloe Vera Day Cream. It has all you need – Sun protection, Hydration, suppleness, and that glow we usually crave. Also, it is made with Aloe Vera and Ashwagandha, which are naturally safe for all and makes aloe vera day cream price worth it.",https://mamaearth.in/product/aloe-vera-day-cream-with-aloe-vera-ashwagandha-for-a-youthful-glow-50-g,2022-03-21,2022-09-06,Andhra Pradesh
59,8906087778424,Vitamin C Underarm Scrub with Vitamin C and Turmeric for Brighter Underarms – 50 g,299.00,body,50g,54.0,2022-06-19,07:32:25,5.0,0.0,0.0,"This Vitamin C Underarm Scrub is the best product at this price. Well, I personally thought these lightning products were just hyped but as it was highly recommended by lots of girls so I went ahead and purchased them. Now I think it is worth it.",https://mamaearth.in/product/vitamin-c-underarm-scrub-with-vitamin-c-and-turmeric-for-brighter-underarms-50-g,2022-02-23,2022-08-31,Maharashtra
60,8906087777854,Moisture Matte Long Stay Lipstick - 2g | Espresso Brown,499.00,face,2g,77.0,2022-03-21,09:35:49,5.0,5.0,5.0,"I am always on the lookout for comfortable lip products, and that too brown lipstick shades for Indian Skin as I am fond of chocolate flavor. I recently bought this matte light brown lipstick for face and it gave me a buttery smooth finish. It’s a great daily wear product, well worth the price.",https://mamaearth.in/product/moisture-matte-long-stay-lipsticks-2-g-espresso-brown,2022-02-04,2022-09-14,Karnataka
61,8906087777847,Moisture Matte Long Stay Lipstick - 2g | Pink Tulip,499.00,face,2g,46.0,2022-03-22,10:14:08,5.0,0.0,0.0,"I am always on the lookout for comfortable lip products, and that too brown lipstick shades for Indian Skin as I am fond of chocolate flavor. I recently bought this matte light brown lipstick for face and it gave me a buttery smooth finish. It’s a great daily wear product, well worth the price.",https://mamaearth.in/product/moisture-matte-long-stay-lipsticks-2-g-pink-tulip,2022-02-04,2022-08-31,Haryana
